INVESTIGATION_ID,Location,Sublocation,Desc,Status
5123039,Rear Yard,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair. Install missing fencing elements including 1'x8' lattice and install top rails where needed all while ensuring fence is plumb and structurally sound. ",Open
5103981,Building,Front,"Guard is less than 1,070 millimetres high, namley; guard on landing",Open
5103981,Building,Front,"The stair guard when measured vertically from the stair nosing is less than 900 millimetres high, nmaley; guard on stairs.",Open
5103981,Building,Entranceway,"Storm or screen door not maintained in good repair, namely,  exterior screen door missing.",Closed
5103981,Building,North Side of Building,"Eavestrough or roof gutter does not discharge in to a downpipe to drain roof surfaces, namely; downpipe missing.",Closed
5103981,Building,Front,"The protective/decorative finish on the exterior surfaces is not being maintained in good repair, namely; window aluminum trim not secured.",Closed
5103981,Building,Front,"The (stairs, treads, risers) and/or their supporting structural members are not maintained in good repair.",Closed
5103981,Building,Front,"The (stairs, treads, risers) and/or their supporting structural members are not being maintained free from defects/hazards, namely; stairs and risers.",Closed
5103981,Building,Front,"The (verandah or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member  is not maintained in good repair, namely; spalling and or deterorated brick.",Closed
5103981,Building,Front,"Exterior landing not maintained, namely; deteriorated concrete.",Closed
5103981,Building,Front,"The exterior walls and their components are not being maintained in good repair, namely,  crack between brick/s joints below second storey north east window.",Closed
5103981,Front Yard,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris, concrete debris,  loose litter,  wood debris.",Closed
5103981,East Side of Property,,"The fence, screen and/or other enclosure around or on the property is not being maintained in good repair.",Closed
5103981,Building,Front,"The guards and/or other appurtenant attachments and/or their supporting structural members are not maintained in good repair,  namely; guard on landing and stairs rusted through, guard detached from stairs.",Open
5123039,Side Of Property,,"The fence, screen and/or other enclosure around or on the property is not maintained with a uniform construction. Complete repairs and install missing sections of fencing nearest sidewalk or remove entirely. ",Open
5120451,Bathroom,Shower,The plumbing system is not kept in good working order. Namely; shower faucet is dripping.,Open
5120451,Bathroom,Shower,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials. Namely; missing tiles around plumbing fixtures.",Open
5120451,Bedroom,South West,"Interior door(s), frames(s), glass pane(s), and/or hardware not maintained in good repair. Namely wood is split and door is falling apart.",Open
5120451,Bedroom,South West,Interior door is not a good fit in its frame.,Open
5124752,Throughout Property,,The swimming pool enclosure has openings that do not comply with this article.,Open
5124752,Throughout Property,,The swimminig pool enclosure does not comply with this article.,Open
5122742,Rear West,Garage,"The building, structure and/or parts thereof are not being maintained in a structurally sound condition so as to be capable of safely sustaining its own weight and any load to which, normally, it might be subjected. Namely, building 8s heavily aged and deteriorated showing signs of roof failure and leaning.",Open
4729850,Dwelling Unit  -  Washroom,,"Materials used for the repair, replacements or painting of the floor(s) and/or its attachments do not have a finish and facing similar to that of the original covering.Namely but not limited to; Patching done on surrounding of bathtub does not match rest of floor in washroom.",Closed
4729850,Dwelling Unit  -  Washroom,,"The plumbing system is not kept free from leaks or defects.Namely but not limited to; Faucet and shower in bathtub loose, not properly attached.",Closed
4729850,Dwelling Unit  -  Washroom,Washroom,"The plumbing system is not kept free from leaks or defects.Namely but not limited to; Toilet is loose, not properly attached.",Closed
4731003,East Side of Building,Rear,No eavestrough or roof gutter provided for drainage from roof surfaces.,Open
4731003,South Side of Building,Side Of Building,No eavestrough or roof gutter provided for drainage from roof surfaces.,Open
4731003,South Side of Building,Side Of Building,No eavestrough or roof gutter provided for drainage from roof surfaces.,Open
4731003,West Side of Building,Front,No eavestrough or roof gutter provided for drainage from roof surfaces.,Open
4731003,West Side of Building,Front,The electrical fixtures are not maintained in a safe and complete condition. Namely missing electrical fixture. Wire exposed.,Open
4731003,East Side of Building,Rear,The exterior walls and their components are not being maintained in good repair. Namely wood siding deteriorating.,Open
4731003,South Side of Building,Side Of Building,The exterior walls and their components are not being maintained in good repair. Namely the wood siding is deteriorating.,Open
4731003,South Side of Building,Side Of Building,The exterior walls and their components are not being maintained in good repair. Namely exposed insulation. Exterior wall not finished properly.,Open
4731003,West Side of Building,Front,The exterior walls and their components are not being maintained in good repair.,Open
4731003,East Side of Building,Rear,Exterior window or skylight not maintained in good repair.,Open
4731003,West Side of Building,Front,Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components. Namely the screen is ripped.,Open
5214890,,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5214890,,,Exterior door has defective hardware.,Open
5214890,,,Storm or screen door not maintained in good repair.,Open
5214890,,,"The floor and every appurtenance, surface cover and finish is not maintained. ",Open
5214890,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5214890,,,"Meals are being prepared in the room in which the required counter, backsplash and drain board are not made of a material impervious to water.",Open
5214890,,,The cupboard is not maintained in good repair and good working order.,Open
5214890,,,The ventilation system or unit is not kept in good repair and maintained in good working condition at all times.,Open
4757822,Exterior,Deck,"The swimminig pool enclosure does not comply with this article. Namely, guards and gate is less the 2m in height",Open
4764850,Rear Yard,,Allowing water to collect or remain in a swimming pool without an approved permanent swimming pool enclosure in place.,Open
